ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Attribution,PID,Sense_IDs,alt_translation1
845,jzd,Guuni'noú' stalè zidi.,,,You went heavy on the salt.,,,,,Com6OH,415,Te pasaste de mano con la sal.
11479,jzd,Guxanabe cuachi.,,,S/he had twins.,,,,,w1k9NT,5576,Tuvo gemelos.
8481,jzd,Guxana pùru (ba'du')dxapahuiini'.,,,She only had daughters.,,,,,rRsnIW,2672,Tuvo puras niñas.
8482,jzd,Guxana ti dxapa huiini'.,,,She had a daughter.,,,,,wo45qx,2672,Tuvo una niña.
1580,jzd,Guxhabe clàvu nè martíu.,,,He pulled out the nail with the hammer.,,,,,ipnPqa,562,Arrancó el clavo con el martillo.
1602,jzd,Guxha Fán de xcu ca bizaaquè.,,,Juan pulled out the bean plants along with their roots.,,,,,MwTzMd,564,Quitó Juan su(s plantas de) frijol desde la raíz.
9942,jzd,Guxha Fán de xcu ca bizaaquè.,,,Juan pulls up the beanstalks all the way from the roots.,,,,,MvO5F+,4144,Juan quita (estas plantas de) frijol desde la raíz.
1605,jzd,Guxhaique Fán.,,,Juan pulled out (ex. because he didn't like the job).,,,,,ZyUzr6,566,Se salió (ej. porque no le gusto el trabajo).
1590,jzd,Guxhá' laa bidxichi xtì'.,,,I took his money (ex. at a bingo game).,,,,,gcBWmu,562,Le quité su dinero (ej. en el juego de lotería).
1612,jzd,Guxhañee.,,,S/he bailed out. (lit. s/he pulled the foot out),,,,,N193IL,569,Se rajó. (lit. arrancó el pie).
60,jzd,(G)uxhàrù café naró'ba'.,,,"Large, brown grasshopper.",,,,,OKlZzi,73,Chapulín café y grande.
1616,jzd,Guxhaxtuxhu gubidxa.,,,The sun came out strong (lit. sharp).,,,,,VhuWbZ,570,Salió duro (lit. filoso) el sol.
6613,jzd,(G)uxhíi xii.,,,Have her blow her nose.,,,,,YO7/+d,2135,Que suene su nariz.
6593,jzd,Guxhúrini Fán.,,,Let Juan eat breakfast.,,,,,pG3HyD,2127,Que desayune Juan.
6563,jzd,Guxhúubacuiini' Mariá ti fàlda.,,,Have María sew the skirt.,,,,,eeg4Ex,2116,Que costure María la falda.
6557,jzd,Guxhúubadonda.,,,Have them confess (religiously).,,,,RLC,aCRXFz,2115,Que se confiesen.
6565,jzd,Guxhúuna' cuaana' laabe.,,,May the edema make him/her poop.,,,,,FxMdQc,2117,Que la lavativa le haga defecar.
10900,jzd,Gu'xhu' xtì' romèru.,,,Smoke from rosemary.,,,,,vopVvO,5072,Humo de romero.
11058,jzd,Guxidxi òra bilate nisa tùbu jUU.,,,"When water is released inside the plumbing, it goes jUU.",,,,,1Bqiln,5211,Cuando se suelta el agua en el tubo suena jUU.
8604,jzd,Guxubibe yuni.,,,He smeared the dirt.,,,,JLC;ND;RGL;RLC,DZudaI,2708,Embarró la tierra.
8605,jzd,(G)uxubi ruaa (g)udxàracà luni.,,,Even it out with the side of the (bricklaying) trowel.,,,,,0okisI,2708,Emparéjalo con la orilla de la cuchara (de poner ladrillos).
10859,jzd,(G)uxubi ruaa (g)udxàracà luni.,,,Level it with the edge of the (bricklaying) trowel.,,,,,awxt/e,5046,Emparéjalo con la orilla de la cuchara (de albañilería).
10862,jzd,(G)uxúbi ruaa udxàra cà luni.,,,Make it flush with the side of the (bricklaying) trowel.,,,,,xr0dsQ,5046,Emparéjalo con la orilla de la cuchara (de albañil).
8590,jzd,Guxubiyubeni.,,,He dragged it.,,,,,4GZ4H8,2702,Lo arrastró.
8589,jzd,Guxubiyu Fán mexá'.,,,Juan dragged the table.,,,,,ozWQCS,2702,Juan arrastró la mesa.
8595,jzd,(G)uxudxé'.,,,I got drunk.,,,,,0ZBs/0,2703,Me emborraché.
8593,jzd,Guxudxibe.,,,S/he got drunk.,,,,RLC,h1LN+W,2703,Se emborrachó.
8601,jzd,Guxupiruaabe.,,,She licked her lips.,,,,,t6yFeD,2706,Se chupó su labio.
6860,jzd,Guxuúba' cuiini'.,,,Have her do the hem.,,,,,lBS2dG,2205,Que le haga el dobladillo.
8624,jzd,Guxuuba' Fàna niza.,,,Juan dekerneled the ears of corn.,,,,,4XxQLH,2710,Juana desgranó la mazorca.
8645,jzd,(G)uxuuna'.,,,Poop. (imperative),,,,,fk+haW,2718,Caga. (imperativo)
8638,jzd,Guxuuna'bè ladi.,,,He pooped on him.,,,,,vVunQO,2718,Le cagó (encima).
6869,jzd,Guxuùxè'du.,,,Have Juan break it up in pieces.,,,,JLC,Ujk97a,2208,Que lo haga pedacitos Juan.
14831,jzd,(G)uyaà ra yoo escuèla.,,,I went by the school (ex. to drop of lunch for my child).,,,,,hBq0DR,8506,Fui a la escuela (ej. a dejar la comida del niño).
7494,jzd,(G)uya'qui'.,,,It burned.,,,,,GXUk/A,2417,Se quemó.
8978,jzd,Guyebè de biuuza'.,,,S/he went as a visitor.,,,,,K7lqJu,2940,Fue de visita.
13917,jzd,(G)uyé escuela.,,,Go to school!,,,,,vlW+AU,7664,Vete a la escuela.
8219,jzd,Guyéga.,,,"In the meantime, go.",,,,,oR+Z5D,2605,Mientras vete.
1487,jzd,(G)uyé gasì; Yé gasì.,,,Go to sleep!,,,,,QMs+h9,544,¡Véte a dormir!
3858,jzd,Guyèsìbe danì bimá'be.,,,He went into the mountains and became wild.,,,,,eerro0,1171,Se fue al cerro y se hizo salvaje.
3165,jzd,Guyé ti diiñe'.,,,Go ask for credit.,,,,,27ET+R,948,Vete a pedir fiado.
8208,jzd,Guye ti seràhua.,,,S/he went to urinate.,,,,RLC,cA2aRA,2601,Fue a orinar.
14962,jzd,Guyé xa.,,,"Leave, it doesn't matter!",,,,JLC,+gEacW,8628,"¡Vete, qué importa!"
8043,jzd,(G)uyui' ti cuéntu.,,,He told a story.,,,,,CxJmgH,2574,Contó un cuento.
7976,jzd,Guyuubia' Mariá.,,,María weighed herself.,,,,,LV9FRq,2550,María se pesó.
7969,jzd,Guyuubibe luni.,,,He jumped over it (ex. a tree).,,,,,p3lfcr,2547,Lo saltó (ej. un árbol).
7958,jzd,(G)uyuu bi deche.,,,Air entered his/her back.,,,,RLC,YJUf1k,2546,Se le metió aire en la espalda.
7953,jzd,(G)uyuu bieque ñeè' naa.,,,My foot ended up crooked (after the accident).,,,,,26FW20,2545,Me quedó chueco el pie (después del accidente).
9455,jzd,(G)uyúu bindxabá' laabe.,,,Have the devil possess him.,,,,JLC;RLC,cXCnG/,3596,Que se le meta el demonio.
9456,jzd,(G)uyúu bindxabá' xcuèrrpube.,,,The demon entered his body.,,,,EJG,Cfwcue,3596,Se le metió el demonio en el cuerpo.
7925,jzd,(G)uyuu binnì raca chupà semàna.,,,The people arrived two weeks ago.,,,,,yT/bFf,2533,Llegó la gente hace dos semanas.
7960,jzd,(G)uyuu bi talòn.,,,Air entered his/her heel.,,,,,sjUJQA,2546,Se le metió aire en el talón.
7961,jzd,(G)uyuu bi xatiniñeebe.,,,Bad air got into his heel.,,,,,uel1d+,2546,Se metió aire en su talón.
14115,jzd,Guyuùdù ti guiaa.,,,We tricked (them).,,,,JLC,qhK9qt,7861,(Les) hicimos una trampa.
8005,jzd,Guyuudxì.,,,Sit still!,,,,,z20y3Q,2561,¡Estáte quieto!
7988,jzd,(G)uyuu lè bixiaxí' Ròsa.,,,Rosa's sneeze echoed.,,,,,Ms/X5L,2554,Hizo eco el estornudo de Rosa.
7937,jzd,Guyuu le' intèru buèlta lidxi Fán.,,,A fence was put around Juan's house.,,,,EJG;JLC;ND,NrfD8b,2538,Se puso una cerca alrededor de la casa de Juan.
7986,jzd,(g)uyuu lè xtiidxi' Fán ndaani' danì.,,,Juan's words were heard in the hills.,,,,,6+qSs2,2554,Se oyeron las palabras de Juan en el cerro.
7989,jzd,(G)uyuu naxoo Xabizènde.,,,It got dangerous in Juchitán.,,,,,U/z4ln,2555,Se pusó peligroso en Juchitán.
15087,jzd,"(g)uyuuni guixi, xé xé, uyuhuá' luguià'ni.",,,"She applied the scouring pad, xé xé, I scrubbed and scrubbed.",,,,,Bg4nL6,8699,"Le metí zacate, xé xé, tallé y tallé."
3425,jzd,(G)uyuunisa xiiñi' Fán.,,,They baptized Juan's son.,,,,,s874/e,1042,Bautizaron al niño de Juan.
7978,jzd,(G)uyuu Pèdru (gue)ndazì'.,,,Pedro already jinxed himself (because he did something bad to another person).,,,,EJG,Hv/PTS,2552,Pedro ya se echó la sal (por haberle hecho una maldad a otra persona).
8021,jzd,Guyuu xpinnì yé nabá'cabe gunaa.,,,They (the representatives of the groom) went to ask for the bride.,,,,JLC,JUaNdL,2563,Fueron a pedir a la novia (los representantes del novio).
6786,jzd,Guzáabila'dxi' ni cayó binnì.,,,S/he craves what other people are eating.,,,,,VVRRjn,2183,Se le antojó lo que está comiendo la gente.
6792,jzd,(G)uzáabinà'be.,,,Have him wave to him.,,,,,EeeptN,2185,Que lo salude de lejos con la mano.
6724,jzd,Guzáa Rosa xa'na' aguxá'.,,,Have Rosa thread the needle.,,,,,+0aJtm,2169,Que ensarte Rosa (el hilo en) la aguja.
6753,jzd,Guzáa xcuídi nisa ruaa.,,,Have the child rinse his mouth out.,,,,,m5udiD,2173,Que se enjuague la boca el niño.
8332,jzd,Guza guiquè de ra lidxi Fán.,,,The fire continued in Juan's house.,,,,,Y4e9La,2637,Continuó el fuego en la casa de Juan.
8349,jzd,Guzanàndà Fán Pédru.,,,Juan followed Pedro.,,,,,iImHQ2,2643,Juan siguió a Pedro.
8319,jzd,Guzani ra rí' nagasì.,,,They fought here.,,,,,eITISj,2629,Aquí se pelearon.
12935,jzd,Guza nirù,,,"Go on ahead, (imperative)",,,,,yZyTt5,6740,Camina adelante. (imperativo)
8351,jzd,Guzanìrù Fán.,,,Juan went ahead.,,,,,6V1KV7,2644,Se adelantó Juan.
8354,jzd,Guzanisa ca' bladú'.,,,The plates were washed.,,,,,W5/DSm,2645,Se lavaron los platos.
1630,jzd,Guzebe de biga'.,,,S/he wears a golden chain.,,,,,J58h5i,572,Trae un collar de oro.
6818,jzd,Guzeelu.,,,S/he must make the sign of the cross.,,,,,WFEjiA,2188,Que se persigne.
6713,jzd,Guzéequé'ndaané'.,,,That I get diarrhea.,,,,,lUcRZj,2165,Que me dé chorro (diarrea)
6719,jzd,(G)uzéeté'.,,,I'll tell him.,,,,JLC;RGL;RLC,QjhYSS,2166,Yo le digo.
11957,jzd,Guzi' Bete ti luuna' ra gasí' xiiñi'.,,,Bete bought a bed for his son to sleep on.,,,,,RTpq8Y,5881,Bete compró una cama donde dormirá su hijo.
8696,jzd,Guzibia' Fán Fàna.,,,Juan already measured Juana.,,,,,3le7oR,2732,Juan ya midió a Juana.
1363,jzd,Guzié' ti biga' gandá'.,,,I bought a necklace to hang (around my neck).,,,,,N6sA3V,526,Compré un collar para que me cuelgue (del cuello).
9063,jzd,Guzié' ti pantalón barateete'.,,,I bought a very cheap pair of pants.,,,,,LkLIm0,3058,Compré un pantalón baratísimo.
6250,jzd,Guzíla'dxi' Fán.,,,May Juan rest.,,,,,7hjsQ/,1964,Que descanse Juan.
6914,jzd,(G)uzí'lu'.,,,Have him/her imagine.,,,,,ZDAGhR,2226,Que se imagine.
8717,jzd,(G)uziñe Mariá cuba.,,,María whisked the pozol.,,,,,E9VPSk,2737,Batió María el pozol.
8705,jzd,Guzi'ruaa Fán.,,,Juan recognized what he did.,,,,,Ywng5u,2735,Juan reconoció lo que hizo.
6917,jzd,(G)uzí'ruaa Fán ni bi'ni' Fàna.,,,Juan is to accept what he did to Juana; Juan is to accept what Juana did.,,,,,fGyRob,2227,Que acepte Juan lo que le hizo a Juana; Que acepte Juan lo que le hizo Juana.
8707,jzd,(G)uziruaa Pèdru gula'na'.,,,Pedro recognized that he stole.,,,,RLC,w7C3BL,2735,Pedro reconoció que robó.
8682,jzd,(G)uzíu' lá.,,,Did you buy it?,,,,,FYaRRN,2727,¿Lo compraste?
8691,jzd,Guzi' xtiidxa' Fán (pur) xtóbi.,,,Juan trusted someone else and thus made the commitment.,,,,RLC,HmFX41,2729,Juan confió en otro y se comprometió.
7007,jzd,(G)uzuiìruaabe.,,,Have him/her chew properly.,,,,,9zGt+j,2256,Que mastique bien.
6993,jzd,Guzuí'lu.,,,Have him/her imagine (it).,,,,,Xzg49w,2253,Que se (lo) imagine.
6946,jzd,Guzúnà'.,,,Have him/her give a therapeutic massage.,,,,,/DQ4CE,2239 ; 2740,Que sobe.
6940,jzd,Guzúxibi.,,,Have him/her kneel.,,,,,npQvRb,2237,Que se arrodille.
14628,jzd,"Hector lá, xhiaga ta Toño laa.",,,Hector is Mr. Toño's grandchild.,,,,,B09ZbO,8306,"Héctor, es el nieto del señor Toño."
10938,jzd,héhḭ́í̀ ruxidxi gunaa òmbre,,,héhḭ́í̀ the woman laughs at the man.,,,,,ai1lBF,5125,héhḭ́í̀ se ríe la mujer del hombre.
13060,jzd,Hombre (g)ucanè pòbre.,,,A man who helped the poor.,,,,,7Sqnuc,6887,Hombre que ayudó a los pobres.
14403,jzd,Huadxihua' quí chéu'.,,,No way you're not going!,,,,RLC,e750KR,8088,¿A poco no vas a ir?
14404,jzd,"Huadxihua' quí chéu', ziéu'.",,,You are either going or going!,,,,,/ffOjO,8088,¡Vas a ir porque vas a ir!
14368,jzd,"Huadxi lá, gastí' runé'.",,,I don't do anything in the afternoon.,,,,,N0YE6Q,8067,Por la tarde no hago nada.
14399,jzd,"Huadxi quí chaaá', chí guuyá' raca doo.",,,Of course I'm going! I'm going to see where they're selling.,,,,,h7RYG5,8087,¡Cómo que no voy a ir! Voy a ver a donde están vendiendo.
14405,jzd,Huaga ngola.,,,Large rat.,,,,,rYJaeU,8089,Rata grande.
3878,jzd,Huana.,,,S/he has acquiesced (and let people take her/his things).,,,,RLC,MA0zJi,1180,Se ha dejado (que se aprovechen de sus cosas).
3880,jzd,Huanabe.,,,S/he allowed.,,,,,8f3yY6,1180,Ha permitido (ella; él).
4109,jzd,Huandì'.,,,It's true.,,,,,w1EUnD,1244,Es verdad.
14376,jzd,Huandì'pe'.,,,Truly.,,,,,93M7LL,8070,Ciertamente; Verdaderamente.
4249,jzd,Huaniisì'.,,,S/he is elderly.,,,,,GS6TtH,1289,Ya es de edad avanzada.
4248,jzd,Huaniisì' para naa.,,,S/he is older than I.,,,,,jwi0v4,1289,Es mayor que yo.
5437,jzd,Huaquixe Fán yoo Mariá.,,,Juan rented the house to María.,,,,JLC;ND,R/xerV,1654,Juan le alquiló la casa a María.
14382,jzd,Huarabe de nerviu.,,,S/he is sick from a nervous breakdown.,,,,,x+jCn2,8073,Está enfermo de los nervios.
14384,jzd,Huara la'dxi'do' Fán.,,,Juan's heart is ill.,,,,,C361rc,8076,Está enfermo del corazón Juan.
14383,jzd,Huara la'dxi' xtì'be.,,,Illness of his/her liver.,,,,,ylVkV8,8075,Enfermedad de su hígado.
11857,jzd,(H)uara luá'.,,,My eyes are sick (i.e. I have an eye illness).,,,,,ltKxo1,5812,Mis ojos están enfermos (i.e. estoy enfermo de los ojos).
14385,jzd,Huara matriz xtì'be.,,,Uterine cancer. (lit. her uterus is sick),,,,JLC;RLC,4GjfBm,8077,Cancer de la matriz. (lit. está enferma su matriz)
8074,jzd,"(H)uara Tin, caya' Min laabe.",,,"Tin is ill, Min is taking pity on him.",,,,,T/pTeM,2577,"Tin está enfermo, Min se está compadeciendo de él."
14357,jzd,Huáu huáu riduxhu bi'cu' Fán ra lidxi Fàna.,,,Huáu huáu barks Juan's dog in Juana's house.,,,,RLC,ObuHW2,8059,Huáu huáu ladra el perro de Juan en casa de Juana.
14412,jzd,Huaxà biiya'chaahui' ni chésì'lu'.,,,But do look carefully at what you are going to buy.,,,,,KmoIGn,8098,Pero mira bien lo que vas a comprar.
14414,jzd,Huaxà biiya' xiìni.,,,"But first, see what it is about.",,,,,wZ55R4,8098,Primero fíjate de qué se trata.
12627,jzd,"Huaxhie' buu nuu suquii, nayaa nuu ca guetacà ndaani'ni.",,,"There aren't many coals in the oven, the tortillas inside aren't cooked.",,,,,EfJ04G,6464,"Hay poca brasa en el horno, las tortillas que contiene están crudas."
14386,jzd,Huaxhinni gueela' quí randà rasé'.,,,I can't sleep at night.,,,,EJG;RLC,FQOA9l,8078,De noche no puedo dormir.
8947,jzd,Huaxhinni rihuinni biaani' xti' ca belegui.,,,"At night, the light of the stars is seen.",,,,,tUMwws,2914,De noche se ve la luz de las estrellas.
14396,jzd,Huaxié' calentón.,,,S/he doesn't get angry easily.,,,,,OcI9Rx,8081,No se enoja fácilmente.
10435,jzd,Huaxie'ga.,,,Scarce.,,,,,Zwn1ax,4624,Escaso.
8666,jzd,Huaxié' napà ràma.,,,It has few branches.,,,,,AUmdAT,2725,Tiene pocas ramas.
14394,jzd,Huaxié' yaga bitopà Fán.,,,Juan collected a little bit of wood.,,,,,kfct7H,8081,Juan juntó un poco de leña.
8392,jzd,Huazaacà'.,,,Well deserved!,,,,,+sKj8T,2656,¡Es bien merecido!
8416,jzd,Huazaacà' la'dxi' Fán.,,,Juan was startled.,,,,,iAjhPp,2659,Se ha sorprendido Juan.
14387,jzd,Huazaacà' nuù tá Tomás.,,,Mr. Tómas is healthy again.,,,,,NGbBvW,8079,Ya está bien de salud Don Tomás.
14390,jzd,"Huazaaca', zaa biabalu', cadi lica zeeda'yuuya'lu' ra zizou'.",,,"You deserve the fall, you weren't even watching where you were going.",,,,,by1h/s,8079 ; 8080,"Mereces la caída, ni siquiera venías mirando el camino."
14389,jzd,"Huazaaca', zaa gudiñecabe laa, nisi cuchaaga'ni'di' nuù ra cà.",,,"It's good that they hit him, he was just being provocative there.",,,,,F2+cqC,8079 ; 8080,"Está bien que le hayan pegado, sólo estaba provocando allí."
14422,jzd,Huèba curbìna.,,,Sea bass egg.,,,,,20DCOV,8100,Hueva de corvina.
14415,jzd,́Hué bisaana'cà bá'du'que lii.,,,Ha ha! The girl stood you up!,,,,JLC;RLC,y2isyh,8099,¡Qué chasco! te plantó la chava.
11506,jzd,Hueva benda.,,,Fish eggs.,,,,,DQ0595,5602,Hueva de pescado.
14419,jzd,Hueva dunú'.,,,Freshwater Chiapas killifish eggs.,,,,,s45bKB,8100,Hueva del pez popoyote de agua dulce.
14423,jzd,Hueva huachinángu.,,,Red snapper roe.,,,,,9Yacg9,8100,Hueva del huachinango.
14417,jzd,Huèva mìlì.,,,Flathead grey mullet (fish) eggs.,,,,,IxUhUj,8100,Huava del pez lisa.
14416,jzd,Hueva xtì' benda.,,,Fish eggs / roe.,,,,,7MA/6E,8100,Hueva de pescado.
14440,jzd,Hui'do' binnì raca.,,,It got very crowded.,,,,,5NwkqU,8143,Se hizo mucha gente.
14441,jzd,Huidó' nuù ndaani' yooquè.,,,It is eerily still in the house.,,,,,flrzyG,8144,Está muy callada la casa.
14360,jzd,Huidó' ticà nuù racà.,,,It is eerily quiet there because there is nobody.,,,,,TCAYsu,8065,Está demasiado silencioso allá porque no hay nadie.
14442,jzd,Huidxè gueela'.,,,The night after next.,,,,,IWLzYt,8146,Pasado mañana en la noche.
14434,jzd,huíˤ huíˤ huíˤ ribidxiaa bihui.,,,"""[Wi!: wi!: wi!:]"" sounds the pig.",,,,,ROoT6n,8116,"""[Wi!: wi!: wi!:]"" grita el marrano."
14447,jzd,Huiìhuì' nuù ndaani' diagá'.,,,My ear itches.,,,,,4sK4d7,8149,Me pica la oreja.
14433,jzd,Huí'ni' xtì'be.,,,His/her littlest / youngest.,,,,,K5XdKv,8115,El más chiquito de él/ella.
10942,jzd,ĩ'ĩ'ĩ'ĩ' na mani'.,,,ĩ'ĩ'ĩ'ĩ' says the horse.,,,,,sC7euR,5128,ĩ'ĩ'ĩ'ĩ' dice el caballo.
3757,jzd,Iluùñè' doo para gúni nè cabe luuna'.,,,The rope needs to be tightened to make the palm bed.,,,,,Wf4qNG,1140,Hay que amarrar para que hagan cama de penca.
11014,jzd,Indisión xtì' xindxa'.,,,Injection to treat a fever.,,,,,TfmrdK,5186,Inyección para la calentura.
10356,jzd,Intèru ruaa escuàdra cà ucóu' ràya para cueu' medìda para uchúugu luni.,,,You're going to mark all around the draftmans square to see where you're going to cut.,,,,,PDhKPC,4525,Todo alrededor de la escuadra vas a marcar para ver donde vas a cortar.
11019,jzd,Intèru tobi.,,,"One full (item, turn).",,,,,96TG9w,5191,Uno entero.
13263,jzd,Ique.,,,Head of a wrench.,,,,JLC;RLC,RXsDSr,7051,Cabeza (de la herramienta conocida como perica).
10955,jzd,Ique beenda'buaa.,,,Head of a shrimp.,,,,,wnlFyy,5146 ; 5147,Cabeza del camarón.
10988,jzd,Ique bicuininà'.,,,Fingertip.,,,,,M7NQuE,5150,Yema del dedo de la mano.
10989,jzd,Ique bicuiniñee.,,,Toe pads.,,,,,wL2Yks,5150,Yemas de los dedos del pie.
10961,jzd,Ique càbu jácha.,,,Ends of the handle of the axe.,,,,,GL/T+K,5146 ; 5147,Punta del mango de la hacha.
11221,jzd,Ique canuá.,,,Ends of the canoe.,,,,,0w2qZQ,5334,Extremos del cayuco.
197,jzd,Ique choore'.,,,Bald (to the point of having a smooth scalp).,,,,,r0k+nH,173 ; 4022,Calvo (al grado de tener la cabeza lisa).
10963,jzd,Ique cuá.,,,Head of a hoe.,,,,,gExv/L,5146 ; 5147 ; 5572,Cabeza del azadón.
11711,jzd,Iquelaga.,,,Eyebrows.,,,,,VNTQt0,5702,Las cejas.
10959,jzd,Ique lude.,,,Opening of the oven.,,,,,If3HiK,5146 ; 5147 ; 5865,Cabecera del horno.
10953,jzd,Ique ludxì ré' nisa.,,,(The dog / cat) drinks water with the tip of the tongue.,,,,,EOYPBM,5146 ; 5147 ; 5876,"Toma agua con la punta de la lengua (ej. el perro, el gato)."
10964,jzd,Ique màrru.,,,Head of a sledgehammer.,,,,RLC,TYCmpU,5146 ; 5147 ; 5944,La cabeza del marro.
10996,jzd,Iqueñeesì riza ba'du'dxaapa'cà.,,,The young woman tiptoes.,,,,,Lp1YwI,5158,De puntitas camina la señorita.
13533,jzd,Iqueraà.,,,Bald.,,,,,B7Em2C,7338,Pelón.
2098,jzd,Ique ribìdxù.,,,Curly hair.,,,,,p36yLo,698,Pelo chino.
10950,jzd,Ique sumbrèru.,,,Top of a hat.,,,,,L73+Yy,5146 ; 5147,Copa de sombrero.
15327,jzd,Ique suquiì.,,,Top of the clay oven.,,,,,rzgAhm,8889,Cabecera del horno de barro.
15183,jzd,Iquexidxi.,,,Nipple.,,,,,f020G/,8759,Pezón.
10951,jzd,Iquexii maní'.,,,Tip of the nose of a horse.,,,,,o39D88,5146 ; 5147,Punta de la nariz del caballo.
11001,jzd,Iqueyoo de colàdu.,,,Cement roof.,,,,,XE+0GZ,5175 ; 5474,Techo de cemento.
11002,jzd,Iqueyoo de tèja.,,,Shingled roof.,,,,,B6jWEf,5175,Techo de teja.
14057,jzd,Iqueyoo de tèja.,,,Tiled roof.,,,,,vb02DL,7811,Techo de teja.
11003,jzd,Iqueyoo de ziña.,,,Palm frond roof.,,,,,h/c07x,5175,Techo de palma.
8757,jzd,Irà' binnì zí di'di' lá yé chuùca yé guuyà' cà ra nexhé' gue'tu'.,,,The people that went by were just being nosey and going to see the corpse.,,,,,7AWXni,2768,Toda la gente que va pasando fue nomás a meterse a ver donde estaba el muertito.
9367,jzd,Irà dxi rinabá' bizabì huiini'.,,,The little orphan begs daily.,,,,,O/s9qJ,3462,Diario pide el huerfanito.
8049,jzd,Irène biui' guirà' ni cazáaca' xquidxi.,,,Irene talked about everything that's going on in her town.,,,,,seBac9,2574,Irene platicó todo lo que sucede en su pueblo.
1396,jzd,Irène rannà guirà' ni cazaàcà xquidxi.,,,Irene knows everything that is happening in her town.,,,,,QwxVCR,530,Irene se entera de todo lo que acontece en su pueblo.
9992,jzd,Itàrra rixidxi dín dín dan.,,,The guitar sounds dín dín dan.,,,,,zIRTdq,4179,La guitarra suena dín dín dan.
11432,jzd,Iza cùbi.,,,New Year's Day.,,,,,e15CKC,5514,Año nuevo.
11029,jzd,Izadí'.,,,This year.,,,,VC,DmlO1M,5197,Este año.
11026,jzd,Iza (ni) gudi'di'.,,,Last year.,,,,,yTlZMa,5197,El año pasado.
11066,jzd,jãà̃ ra rí' nuù ni gucuaani.,,,"jãà̃, here it is, take it.",,,,,oQ5b7z,5220,"jãà̃, aquí está, tómalo."
10937,jzd,Já' ja ja ja ruxidxi Fán òra nayeché nuù.,,,Juan goes já' ja ja ja when he is happy.,,,,,r0RJjY,5123,Juan hace já' ja ja ja cuando está contento.
11064,jzd,Jájo' nganga sicà rù.,,,"Jájo'́, that is indeed pretty!",,,,JLC;RGL;RLC,Fq6DeU,5215,"¡Jájo', eso sí que está bonito!"
11063,jzd,Jájo' rendàbe laaca' xi'e ladi ca'.,,,Jájo' he entered (and) they were naked.,,,,,pXCIpl,5215,Jájo' llegó (y) estaban desnudos.
7904,jzd,Jamón riu'cha' dxita.,,,Scrambled eggs with ham.,,,,,ncIRQh,2531,Huevos revueltos con jamón.
11062,jzd,"Já, ngà xà gudxé' lii ñeèdà'neú'.",,,Really? I told you to bring that?,,,,,0nfAad,5212,"¡Cómo!, ¡a poco te dije que trajeras eso!"
11038,jzd,"Jànna, guiúba gasì, bizulucà.",,,"Come on, start already!",,,,JLC;RLC,omu0Cz,5200,"¡Ándale, empieza de una vez!"
11036,jzd,Jànna yò lii.,,,I don't believe you.,,,,,XNNSuU,5200,No te creo.
11037,jzd,Jànna zaà zè'.,,,Let him/her leave.,,,,JLC;RLC,q7UPmR,5200,Deja que se vaya.
11067,jzd,Jà ridxi'bu' guidxacà là.,,,What? You are scared of that idiot?,,,,RGL;RLC,fYpmiJ,5221,¡Cómo!; ¿Le tienes miedo a ese inepto?
11061,jzd,"Já, xì ngà na xpiaani'lu'.",,,Eh? What are you thinking?,,,,,/elkbN,5212,"¿Eh?, ¿qué es lo que piensas?"
11070,jzd,jé jéi' ruxidxì Fàna de Fán.,,,jé jéi' says Jane to Juan (mockingly).,,,,,ObHT/6,5225,jé jéi' le dice Juana a Juan (burlándose).
10924,jzd,Jmá guià'.,,,Higher; More towards the North.,,,,,CvY1Lw,5099,Más arriba; Más hacia el norte.
11077,jzd,Jmá guià'.,,,Higher; More towards the North.,,,,,okc2Gy,5238,Más arriba; Más hacia el norte.
12005,jzd,Jmá màlu má nuù.,,,S/he has gotten worse (healthwise).,,,,,WnisDM,5930,Ya se puso peor (de salud).
640,jzd,Jmápe' huara.,,,He's sicker.,,,,,zBGuKn,383,Está más enfermo.
11074,jzd,Jmápe' huara.,,,He's sicker.,,,,,o0soEd,5238,Está más enfermo.
662,jzd,Jmápe' mà' nagana nuù.,,,It's now more difficult.,,,,,2CVJ4z,383,Ya se puso más difícil.
11078,jzd,Jmá sicarù.,,,Better.,,,,,gznU44,5238,Mejor.
11055,jzd,Jñaabiida'lu'.,,,Your grandmother.,,,,RLC,wtV7dD,5206,Tu abuela.
11042,jzd,Jñaa bixhozé'biida'.,,,Mom of my grandfather.,,,,,aVVriW,5205,Mamá de mi abuelito.
12395,jzd,Jñaà golalu'.,,,Your grandmother.,,,,,wahLKl,6250,Tu abuela.
11082,jzd,"Jóra, guzanandà naa.",,,Follow me already!,,,,,K+7Mx8,5242,¡De una vez sígueme!
889,jzd,"José racala'dxi' guianda, zabì guirà' ni gá'bu' laa.",,,Jose wants to get better and will take whatever you tell him.,,,,,0NwlQ+,418,"José quiere curarse, tomará todo lo que le digas."
5180,jzd,José rudxeelà' xiiñi' Tín.,,,José is in a committed relationship with Tin's daughter.,,,,,38Fb43,1549,José tiene compromiso de noviazgo con la hija de Tin.
